Location,No. of Cases,Date,Latitude,Longtitude,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Yishun Avenue 4 (Blk 508B),1,07/01/2019,1.4142876,103.8393106,Khatib,0,0,0,0,28.9,33,26.2,10.8,31.7
Yishun Street 81 (Blk 868),1,07/01/2019,1.4137295,103.8376122,Khatib,0,0,0,0,28.9,33,26.2,10.8,31.7
Yishun Street 81 (Blk 868),1,07/01/2019,1.4137295,103.8376122,Khatib,0,0,0,0,28.9,33,26.2,10.8,31.7
Bedok Ria Cresent,1,07/01/2019,1.3268540,103.9531946,Simei,—,—,—,—,—,—,—,—,—
Bedok Road,1,07/01/2019,1.3264714,103.9512968,Simei,—,—,—,—,—,—,—,—,—
Cashew Road (Cashew Park Condominium),2,07/01/2019,1.3713709,103.7676590,Bukit Panjang,0,0,0,0,—,—,—,—,—
Commonwealth Crescent (Blk 113),1,07/01/2019,1.3068443,103.7979674,Buona Vista,0,0,0,0,—,—,—,—,—
Jelapang Road (Blk 504),1,07/01/2019,1.3846114,103.7670046,Bukit Panjang,0,0,0,0,—,—,—,—,—
Jelapang Road (Blk 522),1,07/01/2019,1.3863666,103.7660743,Bukit Panjang,0,0,0,0,—,—,—,—,—
Kaki Bukit Avenue 3,2,07/01/2019,1.3373461,103.9088085,Chai Chee,0,0,0,0,—,—,—,—,—
Simei Street 4 (Blk 222),1,07/01/2019,1.3415715,103.9569788,Simei,—,—,—,—,—,—,—,—,—
Simei Street 4 (Simei Green Condominium),1,07/01/2019,1.3409501,103.9579852,Simei,—,—,—,—,—,—,—,—,—
Yishun Ring Road (Blk 237),1,07/01/2019,1.4333825,103.8388803,Yishun,0,0,0,0,—,—,—,—,—
Yishun Street 22 (Blk 259),1,07/01/2019,1.4351868,103.8391565,Yishun,0,0,0,0,—,—,—,—,—
Yuk Tong Avenue,2,07/01/2019,1.3447663,103.7728106,Clementi,0,0,0,0,28.4,32.2,26,8.6,34.6
Bedok Reservoir Road (Blk 122),1,11/01/2019,1.3320522,103.9106380,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 124),1,11/01/2019,1.3327139,103.9100942,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 128),5,11/01/2019,1.3334379,103.9114536,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 129),1,11/01/2019,1.3340360,103.9122180,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 130),2,11/01/2019,1.3335058,103.9123599,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 131),3,11/01/2019,1.3331446,103.9115443,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 134),3,11/01/2019,1.3329178,103.9128130,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 135),2,11/01/2019,1.3331404,103.9122693,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 136),15,11/01/2019,1.3335538,103.9135607,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 137),4,11/01/2019,1.3337227,103.9128130,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 138),2,11/01/2019,1.3345261,103.9130849,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 139),11,11/01/2019,1.3345066,103.9137344,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 140),2,11/01/2019,1.3348915,103.9131756,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 141),5,11/01/2019,1.3355470,103.9137193,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 142),8,11/01/2019,1.3357141,103.9132888,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 145),1,11/01/2019,1.3343129,103.9119974,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 146),2,11/01/2019,1.3346066,103.9118161,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 147),3,11/01/2019,1.3349004,103.9116349,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 148),2,11/01/2019,1.3353932,103.9118388,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 149),1,11/01/2019,1.3356275,103.9124505,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 150),2,11/01/2019,1.3360666,103.9124505,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 151),1,11/01/2019,1.3357781,103.9117255,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 608),1,11/01/2019,1.3318917,103.9130849,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 609),1,11/01/2019,1.3318329,103.9131117,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 613B),1,11/01/2019,1.3331070,103.9180696,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 615),1,11/01/2019,1.3322067,103.9155772,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 622),1,11/01/2019,1.3340662,103.9167101,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 623),1,11/01/2019,1.3336266,103.9168007,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 626),1,11/01/2019,1.3344378,103.9157132,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 628),1,11/01/2019,1.3349542,103.9149881,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 629),1,11/01/2019,1.3345915,103.9144444,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 631),1,11/01/2019,1.3334378,103.9149165,Chai Chee,1,1,1,1,—,—,—,—,—
Kaki Bt Avenue 1,2,11/01/2019,1.3347731,103.9077134,Chai Chee,1,1,1,1,—,—,—,—,—
Eastwood Green,6,11/01/2019,1.3222849,103.9548450,Simei,—,—,—,—,—,—,—,—,—
Eastwood Place,1,11/01/2019,1.3221148,103.9562737,Simei,—,—,—,—,—,—,—,—,—
Eastwood Road,1,11/01/2019,1.3213954,103.9560475,Simei,—,—,—,—,—,—,—,—,—
Eastwood Terrace,4,11/01/2019,1.3218063,103.9569024,Simei,—,—,—,—,—,—,—,—,—
Eastwood Walk,1,11/01/2019,1.3224900,103.9567508,Simei,—,—,—,—,—,—,—,—,—
Eastwood Way,8,11/01/2019,1.3229592,103.9573462,Simei,—,—,—,—,—,—,—,—,—
Eastwood Road (Eastwood Centre),2,11/01/2019,1.3215890,103.9554603,Simei,—,—,—,—,—,—,—,—,—
Jalan Greja,4,11/01/2019,1.3237034,103.9550755,Simei,—,—,—,—,—,—,—,—,—
Pesari Walk,1,11/01/2019,1.3245905,103.9542040,Simei,—,—,—,—,—,—,—,—,—
Taman Bedok,1,11/01/2019,1.3247113,103.9541043,Simei,—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 404),3,11/01/2019,1.3198704,103.7492367,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 405),1,11/01/2019,1.3192822,103.7496893,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 409),3,11/01/2019,1.3185640,103.7472453,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 411),7,11/01/2019,1.3189330,103.7467021,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 412),3,11/01/2019,1.3196630,103.7470642,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 414),20,11/01/2019,1.3201012,103.7472453,Jurong (North),—,—,—,—,—,—,—,—,—
Kaki Bukit Avenue 2,1,11/01/2019,1.3365939,103.9009088,Chai Chee,1,1,1,1,—,—,—,—,—
Kaki Bukit Avenue 3,1,11/01/2019,1.3373461,103.9088085,Chai Chee,1,1,1,1,—,—,—,—,—
Kaki Bukit Industrial Terrace,20,11/01/2019,1.3357532,103.9021851,Chai Chee,1,1,1,1,—,—,—,—,—
Kaki Bukit Place,2,11/01/2019,1.3352173,103.9036946,Chai Chee,1,1,1,1,—,—,—,—,—
Kaki Bukit Road 3,2,11/01/2019,1.3366588,103.9041606,Chai Chee,1,1,1,1,—,—,—,—,—
Hougang Avenue 5 (Blk 308),3,11/01/2019,1.3669122,103.8959572,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 5 (Blk 319),1,11/01/2019,1.3657345,103.8969540,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 5 (Blk 320),1,11/01/2019,1.3663790,103.8981550,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 5 (Blk 322),1,11/01/2019,1.3670512,103.8972259,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 5 (Blk 324),1,11/01/2019,1.3675124,103.8974855,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Alexandra Road (The Anchorage),6,11/01/2019,1.2898310,103.8042250,Pasir Panjang,0,0,0,0,28.6,32.5,26.1,15.5,41.4
Barbary Walk,1,11/01/2019,1.2904185,103.8055399,Queenstown,0.4,0.4,0.4,0.4,—,—,—,—,—
Queensway (Blk 168A),3,11/01/2019,1.2889285,103.8035364,Pasir Panjang,0,0,0,0,28.6,32.5,26.1,15.5,41.4
Stirling Rd,2,11/01/2019,1.2953328,103.8043994,Queenstown,0.4,0.4,0.4,0.4,—,—,—,—,—
Stirling Road (Blk 171),1,11/01/2019,1.2906819,103.8038534,Queenstown,0.4,0.4,0.4,0.4,—,—,—,—,—
Cashew Road (Cashew Heights),5,11/01/2019,1.3718515,103.7677710,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Gangsa Road (Blk 153),3,11/01/2019,1.3750816,103.7653500,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Gangsa Road (Blk 154),2,11/01/2019,1.3748817,103.7650558,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Hazel Park Terrace (Hazel Park Condominium),3,11/01/2019,1.3717218,103.7642820,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Jalan Damai (Blk 667),2,11/01/2019,1.3338199,103.9086442,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Tenaga (Blk 651),1,11/01/2019,1.3322173,103.9073754,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Tenaga (Blk 652),1,11/01/2019,1.3326533,103.9079192,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Tenaga (Blk 654),2,11/01/2019,1.3328801,103.9066505,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Tenaga (Blk 655),1,11/01/2019,1.3333365,103.9068090,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Tenaga (Blk 658),1,11/01/2019,1.3336872,103.9062880,Chai Chee,1,1,1,1,—,—,—,—,—
Hougang Avenue 6 (Blk 524),1,11/01/2019,1.3741405,103.8906336,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 6 (Blk 528),1,11/01/2019,1.3752207,103.8907015,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 6 (Blk 529),1,11/01/2019,1.3755870,103.8907015,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 6 (Blk 530),1,11/01/2019,1.3752792,103.8900899,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Hougang Avenue 6 (Blk 531),2,11/01/2019,1.3758094,103.8902484,Buangkok,1.4,1.2,1.2,1.2,—,—,—,—,—
Bedok Avenue,1,11/01/2019,1.3217159,103.9527354,Simei,—,—,—,—,—,—,—,—,—
Bedok Garden,2,11/01/2019,1.3212080,103.9274140,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Road,1,11/01/2019,1.3264714,103.9512968,Simei,—,—,—,—,—,—,—,—,—
Bedok Road (Country Park Condominium),1,11/01/2019,1.3213921,103.9547724,Simei,—,—,—,—,—,—,—,—,—
Jalan Bilal,1,11/01/2019,1.3221740,103.9540573,Simei,—,—,—,—,—,—,—,—,—
Jalan Kathi,1,11/01/2019,1.3233653,103.9522998,Simei,—,—,—,—,—,—,—,—,—
Woodlands Crescent (Blk 776),1,11/01/2019,1.4477849,103.8000766,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Woodlands Crescent (Blk 777),2,11/01/2019,1.4480107,103.7996652,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Woodlands Crescent (Blk 780A),1,11/01/2019,1.4483150,103.8009103,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Woodlands Drive 60 (Blk 778),3,11/01/2019,1.4474980,103.7994841,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Simei Street 4 (Blk 223),2,11/01/2019,1.3422443,103.9576814,Simei,—,—,—,—,—,—,—,—,—
Simei Street 4 (Simei Green Condominium),2,11/01/2019,1.3409501,103.9579852,Simei,—,—,—,—,—,—,—,—,—
Sunbird Circle,1,11/01/2019,1.3391852,103.9576992,Simei,—,—,—,—,—,—,—,—,—
Yishun Avenue 4 (Blk 508B),1,11/01/2019,1.4142876,103.8393106,Khatib,2.6,2.4,2.6,2.6,28.4,32.7,25,11.2,33.1
Yishun Street 81 (Blk 866),1,11/01/2019,1.4145933,103.8372726,Khatib,2.6,2.4,2.6,2.6,28.4,32.7,25,11.2,33.1
Yishun Street 81 (Blk 867),1,11/01/2019,1.4140957,103.8377028,Khatib,2.6,2.4,2.6,2.6,28.4,32.7,25,11.2,33.1
Yishun Street 81 (Blk 868),3,11/01/2019,1.4137295,103.8376122,Khatib,2.6,2.4,2.6,2.6,28.4,32.7,25,11.2,33.1
Yishun Avenue 5 (Blk 703),2,11/01/2019,1.4296282,103.8289170,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Yishun Avenue 5 (Blk 706),1,11/01/2019,1.4289439,103.8287019,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Yishun Avenue 5 (Blk 708),1,11/01/2019,1.4288708,103.8276458,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Yishun Avenue 5 (Blk 734),1,11/01/2019,1.4293732,103.8308601,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Yishun Street 72 (Blk 738),1,11/01/2019,1.4294141,103.8323582,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Jalan Tenaga (Blk 648),1,11/01/2019,1.3321310,103.9058750,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Kuang,1,11/01/2019,1.3469083,103.9611174,Simei,—,—,—,—,—,—,—,—,—
Jalan Pergam,2,11/01/2019,1.3444372,103.9615256,Simei,—,—,—,—,—,—,—,—,—
Upper Changi Road East,2,11/01/2019,1.3374077,103.9595225,Simei,—,—,—,—,—,—,—,—,—
Jalan Sayang,1,11/01/2019,1.3217141,103.9151403,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Selamat,3,11/01/2019,1.3250068,103.9154903,Chai Chee,1,1,1,1,—,—,—,—,—
Jalan Senyum,1,11/01/2019,1.3222960,103.9144186,Chai Chee,1,1,1,1,—,—,—,—,—
Mergui Road (Mergui Mansions),3,11/01/2019,1.3173131,103.8517873,Whampoa,0,0,0,0,—,—,—,—,—
Mergui Road (Pristine Heights),1,11/01/2019,1.3170939,103.8519834,Whampoa,0,0,0,0,—,—,—,—,—
Bright Hill Drive (Thomson Three),1,11/01/2019,1.3568262,103.8318022,Upper Thomson,0,0,0,0,—,—,—,—,—
Lorong Puntong (Country Esquire),1,11/01/2019,1.3599394,103.8310284,Upper Thomson,0,0,0,0,—,—,—,—,—
Sin Ming Avenue (Blk 454),1,11/01/2019,1.3591653,103.8306379,Upper Thomson,0,0,0,0,—,—,—,—,—
Cashew Road (Cashew Parkk Condominium),2,11/01/2019,1.3713709,103.7676590,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Chestnut Gardens,1,11/01/2019,1.3691931,103.7685616,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Edgedale Plains (Blk 109D),1,11/01/2019,1.3955100,103.9088850,Punggol,3.6,3.6,3.6,3.6,—,—,—,—,—
Edgedale Plains (Blk 121A),1,11/01/2019,1.3940373,103.9085682,Punggol,3.6,3.6,3.6,3.6,—,—,—,—,—
Edgefield Plains (Blk 115),1,11/01/2019,1.3952069,103.9073329,Punggol,3.6,3.6,3.6,3.6,—,—,—,—,—
Kaki Bukit Avenue 3,3,11/01/2019,1.3373461,103.9088085,Chai Chee,1,1,1,1,—,—,—,—,—
MacPherson Road,1,11/01/2019,1.3312078,103.8789855,Toa Payoh,4.6,4.6,4.6,4.6,—,—,—,—,—
Siak Kew Avenue,2,11/01/2019,1.3303284,103.8720498,Toa Payoh,4.6,4.6,4.6,4.6,—,—,—,—,—
Tampines Street 33 (Blk 312),1,11/01/2019,1.3527868,103.9571374,Simei,—,—,—,—,—,—,—,—,—
Tampines Street 33 (Blk 316),2,11/01/2019,1.3516846,103.9578627,Simei,—,—,—,—,—,—,—,—,—
Tanah Merah Kechil Avenue (D' Manor),1,11/01/2019,1.3293843,103.9463352,Simei,—,—,—,—,—,—,—,—,—
Woodlands Circle (Blk 734),1,11/01/2019,1.4439831,103.7980353,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Woodlands Circle (Blk 741),1,11/01/2019,1.4443636,103.7958620,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Woodlands Circle (Blk 742),1,11/01/2019,1.4439226,103.7959526,Admiralty,0.8,0.6,0.6,0.6,27.8,31.4,25.2,16.2,43.9
Bedok Road,1,11/01/2019,1.3264714,103.9512968,Simei,—,—,—,—,—,—,—,—,—
Bedok Ria Cresent,1,11/01/2019,1.3268540,103.9531946,Simei,—,—,—,—,—,—,—,—,—
Bedok Reservoir Road (Blk 106),1,11/01/2019,1.3294979,103.9094598,Chai Chee,1,1,1,1,—,—,—,—,—
Bedok Reservoir Road (Blk 110),1,11/01/2019,1.3301512,103.9103661,Chai Chee,1,1,1,1,—,—,—,—,—
Clementi Avenue 4 (Blk 303),1,11/01/2019,1.3212466,103.7648068,Clementi,0,0,0,0,28,31.8,24.9,7.2,33.5
Clementi Avenue 4 (Blk 311C),1,11/01/2019,1.3198266,103.7657547,Clementi,0,0,0,0,28,31.8,24.9,7.2,33.5
Jelapang Road (Blk 504),1,11/01/2019,1.3846114,103.7670046,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Jelapang Road (Blk 522),1,11/01/2019,1.3863666,103.7660743,Bukit Panjang,0.4,0.2,0.2,0.4,—,—,—,—,—
Seagull Walk,2,11/01/2019,1.3462844,103.9644666,Simei,—,—,—,—,—,—,—,—,—
Sin Ming Drive,2,11/01/2019,1.3584042,103.8371726,Ang Mo Kio,0.6,0.6,0.6,0.6,27.7,31.5,24.4,8.3,34.2
Ubi Avenue 1 (Blk 311),1,11/01/2019,1.3301181,103.9033880,Chai Chee,1,1,1,1,—,—,—,—,—
Ubi Avenue 1 (Blk 316),1,11/01/2019,1.3290262,103.9023912,Chai Chee,1,1,1,1,—,—,—,—,—
Yishun Avenue 4 (Blk 861),1,11/01/2019,1.4173841,103.8396956,Khatib,2.6,2.4,2.6,2.6,28.4,32.7,25,11.2,33.1
Yishun Avenue 4 (Blk 863),1,11/01/2019,1.4170650,103.8384070,Khatib,2.6,2.4,2.6,2.6,28.4,32.7,25,11.2,33.1
Yishun Ring Road (Blk 237),1,11/01/2019,1.4333825,103.8388803,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Yishun Street 22 (Blk 259),1,11/01/2019,1.4351868,103.8391565,Yishun,1.6,1.2,1.4,1.6,—,—,—,—,—
Bedok Reservoir Road (Blk 122),1,14/01/2019,1.3320522,103.9106380,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 124),1,14/01/2019,1.3327139,103.9100942,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 128),6,14/01/2019,1.3334379,103.9114536,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 129),1,14/01/2019,1.3340360,103.9122180,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 130),2,14/01/2019,1.3335058,103.9123599,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 131),3,14/01/2019,1.3331446,103.9115443,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 134),3,14/01/2019,1.3329178,103.9128130,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 135),2,14/01/2019,1.3331404,103.9122693,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 136),15,14/01/2019,1.3335538,103.9135607,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 137),4,14/01/2019,1.3337227,103.9128130,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 138),2,14/01/2019,1.3345261,103.9130849,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 139),11,14/01/2019,1.3345066,103.9137344,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 140),3,14/01/2019,1.3348915,103.9131756,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 141),5,14/01/2019,1.3355470,103.9137193,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 142),8,14/01/2019,1.3357141,103.9132888,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 145),1,14/01/2019,1.3343129,103.9119974,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 146),2,14/01/2019,1.3346066,103.9118161,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 147),3,14/01/2019,1.3349004,103.9116349,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 148),2,14/01/2019,1.3353932,103.9118388,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 149),1,14/01/2019,1.3356275,103.9124505,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 150),4,14/01/2019,1.3360666,103.9124505,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 151),1,14/01/2019,1.3357781,103.9117255,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 608),1,14/01/2019,1.3318917,103.9130849,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 609),1,14/01/2019,1.3318329,103.9131117,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 613A),1,14/01/2019,1.3328525,103.9174042,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 613B),1,14/01/2019,1.3331070,103.9180696,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 615),1,14/01/2019,1.3322067,103.9155772,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 622),1,14/01/2019,1.3340662,103.9167101,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 623),1,14/01/2019,1.3336266,103.9168007,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 626),1,14/01/2019,1.3344378,103.9157132,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 628),1,14/01/2019,1.3349542,103.9149881,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Bedok Reservoir Road (Blk 629),1,14/01/2019,1.3345915,103.9144444,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Eastwood Drive,24,14/01/2019,1.3233243,103.9557363,Simei,—,—,—,—,—,—,—,—,—
Eastwood Green,6,14/01/2019,1.3222849,103.9548450,Simei,—,—,—,—,—,—,—,—,—
Eastwood Place,1,14/01/2019,1.3221148,103.9562737,Simei,—,—,—,—,—,—,—,—,—
Eastwood Road,1,14/01/2019,1.3213954,103.9560475,Simei,—,—,—,—,—,—,—,—,—
Eastwood Terrace,4,14/01/2019,1.3218063,103.9569024,Simei,—,—,—,—,—,—,—,—,—
Eastwood Walk,1,14/01/2019,1.3224900,103.9567508,Simei,—,—,—,—,—,—,—,—,—
Eastwood Way,8,14/01/2019,1.3229592,103.9573462,Simei,—,—,—,—,—,—,—,—,—
Eastwood Road (Eastwood Centre),2,14/01/2019,1.3215890,103.9554603,Simei,—,—,—,—,—,—,—,—,—
Jalan Greja,4,14/01/2019,1.3237034,103.9550755,Simei,—,—,—,—,—,—,—,—,—
Pesari Walk,1,14/01/2019,1.3245905,103.9542040,Simei,—,—,—,—,—,—,—,—,—
Taman Bedok,1,14/01/2019,1.3247113,103.9541043,Simei,—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 404),3,14/01/2019,1.3198704,103.7492367,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 405),1,14/01/2019,1.3192822,103.7496893,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 409),3,14/01/2019,1.3185640,103.7472453,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 411),7,14/01/2019,1.3189330,103.7467021,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 413),1,14/01/2019,1.3195115,103.7479694,Jurong (North),—,—,—,—,—,—,—,—,—
Pandan Gardens (Blk 414),20,14/01/2019,1.3201012,103.7472453,Jurong (North),—,—,—,—,—,—,—,—,—
Kaki Bukit Avenue 2,1,14/01/2019,1.3365939,103.9009088,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Kaki Bukit Avenue 3,1,14/01/2019,1.3373461,103.9088085,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Kaki Bukit Industrial Terrace,20,14/01/2019,1.3357532,103.9021851,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Kaki Bukit Place,2,14/01/2019,1.3352173,103.9036946,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Kaki Bukit Road 3,3,14/01/2019,1.3366588,103.9041606,Chai Chee,8.6,4,6.2,6.2,—,—,—,—,—
Gangsa Road (Blk 153),4,14/01/2019,1.3750816,103.7653500,Bukit Panjang,0,0,0,0,—,—,—,—,—
Gangsa Road (Blk 154),3,14/01/2019,1.3748817,103.7650558,Bukit Panjang,0,0,0,0,—,—,—,—,—
Gangsa Road (Blk 155),1,14/01/2019,1.3753213,103.7651011,Bukit Panjang,0,0,0,0,—,—,—,—,—
