Location,No. of Cases,Date
Lengkong Dua,1,19/06/2019
Lengkong Empat,3,19/06/2019
Lengkong Empat (Grosvenor View),1,19/06/2019
engkong Lima,1,19/06/2019
Lengkong Satu,2,19/06/2019
Lorong 1 Toa Payoh (Blk 148),1,19/06/2019
Lorong 1 Toa Payoh (Blk 157),1,19/06/2019
Lorong 1 Toa Payoh (Oleander Towers),2,19/06/2019
Lorong 2 Toa Payoh (Blk 144),1,19/06/2019
Lorong 2 Toa Payoh (Blk 146),1,19/06/2019
Lorong 2 Toa Payoh (Blk 147),2,19/06/2019
Simei Street 4 (Blk 222),1,19/06/2019
Simei Street 4 (Blk 223),1,19/06/2019
Simei Street 4 (Double Bay Residences),3,19/06/2019
Sunbird Road,3,19/06/2019
Ubi Avenue 1 (Blk 319),1,19/06/2019
Ubi Avenue 1 (Blk 324),1,19/06/2019
Ubi Avenue 1 (Blk 325),1,19/06/2019
Ubi Avenue 1 (Blk 327),2,19/06/2019
Ubi Avenue 1 (Blk 329),1,19/06/2019
Bedok North Avenue 4 (Blk 99),1,19/06/2019
Bedok North Avenue 4 (Blk 100),1,19/06/2019
Bedok North Avenue 4 (Blk 102),4,19/06/2019
Bedok North Avenue 4 (Blk 103),1,19/06/2019
Jurong West Avenue 1 (Blk 538),1,19/06/2019
Jurong West Avenue 1 (Blk 539),2,19/06/2019
Jurong West Street 52 (Blk 528),1,19/06/2019
Jurong West Street 52 (Blk 529),1,19/06/2019
Jurong West Street 52 (Blk 530),1,19/06/2019
Jurong West Street 52 (Blk 532),1,19/06/2019
Lorong 1 Toa Payoh (Blk 98),3,19/06/2019
Lorong 1 Toa Payoh (Blk 105),2,19/06/2019
Lorong 2 Toa Payoh (Blk 99C),1,19/06/2019
Lorong 3 Toa Payoh (Blk 96),1,19/06/2019
Ubi Avenue 1 (Blk 311),1,19/06/2019
Ubi Avenue 1 (Blk 313),2,19/06/2019
Ubi Avenue 1 (Blk 315),1,19/06/2019
Ubi Avenue 1 (Blk 316),2,19/06/2019
Ubi Avenue 1 (Blk 318),1,19/06/2019
Ang Mo Kio Avenue 8 (Blk 508),3,19/06/2019
Ang Mo Kio Avenue 8 (Blk 509),1,19/06/2019
Bedok North Avenue 4 (Blk 96),1,19/06/2019
Bedok North Avenue 4 (Blk 97),1,19/06/2019
Bedok North Street 4 (Blk 84),1,19/06/2019
Bedok North Street 4 (Blk 90),1,19/06/2019
Pari Dedap Walk (Tanamera Crest),2,19/06/2019
Bedok North Road (Blk 74),1,19/06/2019
Bedok North Road (Blk 75),1,19/06/2019
Bedok North Road (Blk 77),1,19/06/2019
Bedok North Road (Blk 79),1,19/06/2019
Bedok North Road (Blk 181),1,19/06/2019
Bedok North Road (Blk 183),1,19/06/2019
Bishan Street 13 (Blk 175),1,19/06/2019
Bishan Street 13 (Blk 176),1,19/06/2019
Bishan Street 13 (Blk 178),1,19/06/2019
Bishan Street 13 (Blk 181),1,19/06/2019
Bishan Street 13 (Blk 182),1,19/06/2019
Bishan Street 13 (Blk 189),1,19/06/2019
Bukit Batok Street 34 (Blk 338),1,19/06/2019
Bukit Batok Street 34 (Blk 339),1,19/06/2019
Bukit Batok West Avenue 5 (Blk 383),1,19/06/2019
Bukit Batok West Avenue 5 (Blk 385),1,19/06/2019
Bukit Batok West Avenue 5 (Blk 386),1,19/06/2019
Circuit Road (Blk 82B),1,19/06/2019
Paya Lebar Way (Blk 91),1,19/06/2019
Pipit Road (Blk 56),1,19/06/2019
Pipit Road (Blk 92),2,19/06/2019
Pipit Road (Blk 92A),1,19/06/2019
unos Crescent (Blk 6),1,19/06/2019
unos Crescent (Blk 8),1,19/06/2019
unos Crescent (Blk 10),2,19/06/2019
unos Crescent (Blk 12),1,19/06/2019
unos Crescent (Blk 16),1,19/06/2019
Hougang Avenue 1 (Blk 102),1,19/06/2019
Hougang Avenue 1 (Blk 103),1,19/06/2019
Hougang Avenue 1 (Blk 109),2,19/06/2019
Hougang Avenue 1 (Blk 110),1,19/06/2019
ougang Street 22 (Blk 239),1,19/06/2019
Island Gardens Walk,5,19/06/2019
Sin Ming Avenue (Flame Tree Park),1,19/06/2019
Strathmore Avenue (Blk 55),1,19/06/2019
Strathmore Avenue (Blk 56),1,19/06/2019
Strathmore Avenue (Blk 59),1,19/06/2019
Strathmore Avenue (Blk 82),2,19/06/2019
Ang Mo Kio Avenue 10 (Blk 469),1,19/06/2019
Ang Mo Kio Avenue 10 (Blk 472),1,19/06/2019
Ang Mo Kio Avenue 10 (Blk 472),1,19/06/2019
Ang Mo Kio Avenue 10 (Blk 473),2,19/06/2019
Ang Mo Kio Avenue 6 (Blk 727),1,19/06/2019
Ang Mo Kio Avenue 6 (Blk 729),1,19/06/2019
Ang Mo Kio Central (Grandeur 8),3,19/06/2019
Bedok South Road (Blk 161),1,19/06/2019
Bedok South Road (Blk 162),1,19/06/2019
Bedok South Road (Blk 163),1,19/06/2019
Bedok South Road (Blk 167),1,19/06/2019
Bedok South Road (Blk 171),1,19/06/2019
Coldstream Avenue,1,19/06/2019
Dunbar Walk,3,19/06/2019
orong N Telok Kurau (Treescape),1,19/06/2019
Compassvale Road (Blk 245),1,19/06/2019
Compassvale Road (Blk 254),3,19/06/2019
Compassvale Street (Blk 252),1,19/06/2019
Cowdray Avenue,2,19/06/2019
Huddington Avenue,2,19/06/2019
Bridport Avenue,1,19/06/2019
Jurong West Street 64 (Blk 669B),1,19/06/2019
Jurong West Street 64 (Blk 669D),1,19/06/2019
Jurong West Street 65 (Blk 667C),1,19/06/2019
Jurong West Street 65 (Blk 670A),1,19/06/2019
orong Melayu (Palmera East),2,19/06/2019
Lorong Marzuki,1,19/06/2019
orong Melayu,2,19/06/2019
Serangoon orth Avenue 1,2,19/06/2019
Serangoon orth Avenue 1 (Blk 101),1,19/06/2019
Serangoon orth Avenue 1 (Blk 106),1,19/06/2019
Serangoon orth Avenue 1 (Blk 111),1,19/06/2019
Simei Street 1 (Blk 109),1,19/06/2019
Simei Street 1 (Blk 117),3,19/06/2019
Simei Street 1 (Blk 256),1,19/06/2019
oh Guan Road East (nearer to PIE),5,19/06/2019
Vernon Park (nearer to Joo Seng Road),5,19/06/2019
Bedok South Avenue 1 (Blk 1),1,19/06/2019
Bedok South Avenue 1 (Blk 3),1,19/06/2019
Bedok South Avenue 1 (Blk 32),1,19/06/2019
Bedok South Road (Blk 18),1,19/06/2019
Bukit Batok Street 41,2,19/06/2019
Bukit Batok West Avenue 9,2,19/06/2019
Chai Chee Avenue (Blk 37),1,19/06/2019
Chai Chee Avenue (Blk 40),1,19/06/2019
Choa Chu Kang North 5 (Blk 758),2,19/06/2019
Choa Chu Kang North 5 (Blk 760),1,19/06/2019
Choa Chu Kang Street 52 (Blk 572),1,19/06/2019
Defu Lane 7,1,19/06/2019
Defu Lane 8,3,19/06/2019
Dunbar Walk,2,19/06/2019
rankel Avenue,1,19/06/2019
Greenfield Drive,1,19/06/2019
unos Crescent (Blk 15),1,19/06/2019
unos Crescent (Blk 18),1,19/06/2019
unos Crescent (Blk 23),1,19/06/2019
unos Crescent (Blk 24),1,19/06/2019
Lorong 1 Toa Payoh (Blk 239),2,19/06/2019
Toa Payoh North (Blk 201),2,19/06/2019
Mackenzie Road (Mackenzie Regency),1,19/06/2019
Mount Emily Road (Parc Emily),1,19/06/2019
Sophia Road (Mount Sophia Suites),1,19/06/2019
Wilkie Road (Le Wilkie),1,19/06/2019
Paya Lebar Crescent (Tangerine Grove),1,19/06/2019
Paya Lebar Walk,2,19/06/2019
Upper Paya Lebar Road,1,19/06/2019
Seletar North Link,4,19/06/2019
Senja Close,1,19/06/2019
Senja Road (Blk 636A),1,19/06/2019
Senja Road (Blk 640A),1,19/06/2019
oh Guan Road East (nearer nterprise Hub),4,19/06/2019
Woodlands Ring Road (Blk 632),2,19/06/2019
Woodlands Ring Road (Blk 636),1,19/06/2019
Woodlands Ring Road (Blk 639),1,19/06/2019
Ang Mo Kio Avenue 3 (Blk 101),1,19/06/2019
Mayflower Avenue,2,19/06/2019
Ang Mo Kio Avenue 4 (Blk 107),1,19/06/2019
Ang Mo Kio Avenue 4 (Blk 110),1,19/06/2019
Ang Mo Kio Avenue 4 (Blk 113),1,19/06/2019
Bedok eservoir Road (Baywater),2,19/06/2019
Bedok eservoir Road (Waterfront Key),1,19/06/2019
Bukit Batok Street 21 (Blk 210),1,19/06/2019
Bukit Batok Street 21 (Blk 210A),1,19/06/2019
Bukit Batok Street 21 (Blk 211),1,19/06/2019
Choa Chu ang Avenue 4 (Blk 464),1,19/06/2019
Choa Chu ang Avenue 5 (Blk 476B),1,19/06/2019
Choa Chu ang Avenue 5 (Blk 488A),1,19/06/2019
Defu Lane 9 (near Defu Avenue 1),3,19/06/2019
Pasir Ris Drive 1 (Blk 638),1,19/06/2019
Pasir Ris Drive 1 (Blk 640),1,19/06/2019
Geylang Bahru (Blk 55),1,19/06/2019
Geylang Bahru (Blk 56),1,19/06/2019
Geylang Bahru (Blk 59A),1,19/06/2019
Ghim Moh Link (Blk 30),1,19/06/2019
Ghim Moh Link (Blk 33),2,19/06/2019
oodman Road,1,19/06/2019
Wilkinson Road,2,19/06/2019
Hougang Avenue 7 (The Florida),1,19/06/2019
Upper Serangoon Crescent (Blk 473C),1,19/06/2019
Upper Serangoon Crescent (Blk 475C),1,19/06/2019
ougang Street 51 (Blk 557),1,19/06/2019
ougang Street 51 (Blk 558),1,19/06/2019
ougang Street 51 (Blk 559),1,19/06/2019
Jervois Lane (Clydesview),2,19/06/2019
Jervois Road,1,19/06/2019
Jalan Keruing,1,19/06/2019
Jalan Ketumbit,2,19/06/2019
Jalan Limau Nipis,1,19/06/2019
Jalan Limau Purut,1,19/06/2019
Limau Rise,1,19/06/2019
oo Chiat Place (Flora East),2,19/06/2019
Still Road,1,19/06/2019
Jurong West Avenue 1 (Blk 430),1,19/06/2019
Jurong West Street 42 (Blk 412),1,19/06/2019
Jurong West Street 64 (Blk 664C),1,19/06/2019
Jurong West Street 64 (Blk 664D),1,19/06/2019
Jurong West Street 65 (Blk 663A),1,19/06/2019
Lorong 5 Toa Payoh (Blk 38),1,19/06/2019
Lorong 5 Toa Payoh (Blk 43),1,19/06/2019
Lorong 5 Toa Payoh (Blk 68),1,19/06/2019
Marine Crescent (Blk 28),1,19/06/2019
Marine Crescent (Blk 43),1,19/06/2019
Marine Crescent (Blk 45),1,19/06/2019
Marine Drive (Blk 62),1,19/06/2019
Marine Drive (Blk 73),1,19/06/2019
Marine Drive (Blk 77),1,19/06/2019
Marine Vista (Neptune Court),3,19/06/2019
Nathan Road (Nathan Residences),1,19/06/2019
Shanghai Road Shanghai One),2,19/06/2019
Old Choa Chu Kang Road,3,19/06/2019
Pasir Ris Street 11 (Blk 140),1,19/06/2019
Pasir Ris Street 12 (Blk 188),1,19/06/2019
Pasir Ris Street 12 (Blk 190),1,19/06/2019
Phoenix Road (Hillsta),3,19/06/2019
Potong Pasir Avenue 1 (Blk 101),1,19/06/2019
Potong Pasir Avenue 3 (Blk 142),1,19/06/2019
Sembawang Close (Blk 319),1,19/06/2019
Sembawang Close (Blk 324),1,19/06/2019
Sembawang Close (Blk 329),1,19/06/2019
Serangoon Central (Blk 204),1,19/06/2019
Serangoon Central (Blk 205),1,19/06/2019
Serangoon Central Drive (Blk 262),1,19/06/2019
Sturdee Road,1,19/06/2019
Sturdee Road (Kerrisdale),2,19/06/2019
Tagore Lane,3,19/06/2019
Tampines Street 21 (Blk 230H),1,19/06/2019
Tampines Street 42 (Blk 446),1,19/06/2019
Tampines Street 42 (Blk 449),1,19/06/2019
Yishun Ring Road (Blk 139),1,19/06/2019
Yishun Street 11 (Blk 148),1,19/06/2019
Yishun Street 11 (Blk 150),1,19/06/2019
Aljunied Road (Blk 125),2,19/06/2019
Alnwick Road,1,19/06/2019
Jalan Chulek,1,19/06/2019
Ang Mo Kio Avenue 6 (Blk 640),1,19/06/2019
Ang Mo Kio Avenue 6 (Blk 645),1,19/06/2019
Bedok eservoir Road (Blk 141),1,19/06/2019
Bedok South Road (Blk 41),2,19/06/2019
Bideford Road (Richmond Park),1,19/06/2019
Mount Elizabeth (Elizabeth Tower),1,19/06/2019
Boon Lay Drive (Blk 262),1,19/06/2019
Boon Lay Drive (Blk 266),1,19/06/2019
Bournemouth Road,1,19/06/2019
Mountbatten Road,1,19/06/2019
Bukit Batok Street 24 (Blk 290B),1,19/06/2019
Bukit Batok Street 24 (Blk 291B),1,19/06/2019
Bukit Batok West Avenue 5 (Blk 389),1,19/06/2019
Bukit Batok West Avenue 5 (Blk 395),1,19/06/2019
Bukit Timah Road (Floridian),1,19/06/2019
Bukit Timah Road (The Cascadia),1,19/06/2019
Cantonment Close (Blk 9),1,19/06/2019
Cantonment Close (Blk 13),1,19/06/2019
assia Crescent (Blk 28),1,19/06/2019
Pine Close (Blk 10),1,19/06/2019
Choa Chu Kang North 6 (Blk 561),1,19/06/2019
Choa Chu Kang Street 62 (Blk 603),1,19/06/2019
Clementi West Street 2 (Blk 710),1,19/06/2019
West Coast Road (Blk 704),1,19/06/2019
Gangsa Road (Blk 170),1,19/06/2019
ompang Road (Blk 174),1,19/06/2019
Hougang Avenue 9 (Blk 967),1,19/06/2019
ougang Street 91 (Blk 970),1,19/06/2019
Jalan Dusun (Blk 102),1,19/06/2019
Jalan Dusun (Blk 106),1,19/06/2019
Jalan Membina (Blk 25B),1,19/06/2019
Jalan Membina (Blk 118C),1,19/06/2019
Jalan Pelajau,1,19/06/2019
Seletar Hills Drive,1,19/06/2019
Jurong West Central 1 (Blk 691),1,19/06/2019
Jurong West Central 3 (Blk 698A),1,19/06/2019
Kaki Bukit Industrial Terrace,2,19/06/2019
King George's Avenue (Blk 7),1,19/06/2019
itchener Road (Blk 2),1,19/06/2019
Lorong Mydin (Astoria Park),2,19/06/2019
Mandai Estate,2,19/06/2019
Margate Road,1,19/06/2019
Margate Road (Meier Suites),1,19/06/2019
Pandan Gardens (Blk 406),1,19/06/2019
Pandan Gardens (Blk 408),1,19/06/2019
Pasir Panjang Hill,1,19/06/2019
Pasir Panjang Hill (Kentview Park),1,19/06/2019
asir Ris Grove (Livia),1,19/06/2019
Pasir Ris Street 52 (Blk 516),1,19/06/2019
Sing Avenue,1,19/06/2019
Rivervale Crescent (Blk 159A),1,19/06/2019
Sengkang East Way (Blk 122),1,19/06/2019
Serangoon Avenue 4 (Blk 222),1,19/06/2019
Tai Yuan Heights,1,19/06/2019
Shaw Road,2,19/06/2019
Tai Thong Crescent (The Venue Residences),2,19/06/2019
Tampines Street 22 (Blk 284),1,19/06/2019
Tampines Street 22 (Blk 299B),1,19/06/2019
Tampines Street 23 (Blk 212),1,19/06/2019
Tampines Street 24 (Blk 222),1,19/06/2019
Upper Bukit Timah Road (The Hillside),2,19/06/2019
Venus Road,2,19/06/2019
Woodlands Drive 14 (Blk 516),1,19/06/2019
Woodlands Drive 14 (Blk 517),1,19/06/2019
Chai Chee Avenue (Blk 29),3,21/06/2019
Chai Chee Avenue (Blk 29A),3,21/06/2019
Chai Chee Avenue (Blk 30),2,21/06/2019
Chai Chee Drive (Blk 55),55,21/06/2019
Chai Chee Drive (Blk 56),18,21/06/2019
Chai Chee Drive (Blk 58),4,21/06/2019
Chai Chee Lane,2,21/06/2019
Chai Chee Road,1,21/06/2019
Chai Chee Road (Blk 2),3,21/06/2019
Chai Chee Road (Blk 19),3,21/06/2019
Chai Chee Road (Blk 20),1,21/06/2019
Chai Chee Road (Blk 21),4,21/06/2019
Chai Chee Road (Blk 22),2,21/06/2019
Chai Chee Road (Blk 24),1,21/06/2019
Chai Chee Road (Blk 25),1,21/06/2019
Chai Chee Road (Blk 27),3,21/06/2019
Chai Chee Road (Blk 59),5,21/06/2019
Chai Chee Road (Blk 61),9,21/06/2019
Chai Chee Road (Blk 62),4,21/06/2019
Chai Chee Road (Blk 63),9,21/06/2019
Chai Chee Road (Blk 803),1,21/06/2019
Chai Chee Road (Blk 804),1,21/06/2019
Chai Chee Road (Blk 805),4,21/06/2019
Chai Chee Road (Blk 808C),1,21/06/2019
Chai Chee Street,1,21/06/2019
Pasir Ris Drive 3 (Eastvale Condominium),9,21/06/2019
Pasir Ris Drive 4 (Blk 460),2,21/06/2019
Pasir Ris Drive 4 (Blk 478),1,21/06/2019
Pasir Ris Drive 4 (Blk 480),2,21/06/2019
Pasir Ris Drive 4 (Blk 481),1,21/06/2019
Pasir Ris Drive 4 (Blk 485),1,21/06/2019
Pasir Ris Drive 6 (Blk 405),3,21/06/2019
Pasir Ris Drive 6 (Blk 406),1,21/06/2019
Pasir Ris Drive 6 (Blk 408),3,21/06/2019
Pasir Ris Drive 6 (Blk 409),3,21/06/2019
Pasir Ris Drive 6 (Blk 410),3,21/06/2019
Pasir Ris Drive 6 (Blk 411),7,21/06/2019
Pasir Ris Drive 6 (Blk 412),5,21/06/2019
Pasir Ris Drive 6 (Blk 413),4,21/06/2019
Pasir Ris Drive 6 (Blk 414),1,21/06/2019
Pasir Ris Drive 6 (Blk 415),3,21/06/2019
Pasir Ris Drive 6 (Blk 416),11,21/06/2019
Pasir Ris Drive 6 (Blk 417),3,21/06/2019
Pasir Ris Drive 6 (Blk 419),1,21/06/2019
Pasir Ris Drive 6 (Blk 420),4,21/06/2019
Pasir Ris Drive 6 (Blk 421),4,21/06/2019
Pasir Ris Drive 6 (Blk 423),3,21/06/2019
Pasir Ris Drive 6 (Blk 427),1,21/06/2019
Pasir Ris Drive 6 (Blk 428),1,21/06/2019
Pasir Ris Drive 6 (Blk 451),1,21/06/2019
Pasir Ris Drive 6 (Blk 454),2,21/06/2019
Pasir Ris Drive 6 (Blk 467),5,21/06/2019
Pasir Ris Drive 6 (Blk 468),8,21/06/2019
Pasir Ris Drive 6 (Blk 469),4,21/06/2019
Pasir Ris Drive 6 (Blk 470),4,21/06/2019
Pasir Ris Drive 6 (Blk 472),2,21/06/2019
Pasir Ris Drive 6 (Blk 473),3,21/06/2019
Pasir Ris Drive 6 (Blk 474),3,21/06/2019
Pasir Ris Drive 6 (Blk 476),1,21/06/2019
Pasir Ris Drive 6 (Blk 476A),1,21/06/2019
Pasir Ris Street 41 (Blk 466),2,21/06/2019
Aljunied Road,5,21/06/2019
Geylang Road,12,21/06/2019
Guillemard Road,7,21/06/2019
Jalan Molek,4,21/06/2019
Jalan Suka,7,21/06/2019
Lorong 23 Geylang,1,21/06/2019
Lorong 24 Geylang,7,21/06/2019
Lorong 24A Geylang,1,21/06/2019
Lorong 25 Geylang,1,21/06/2019
Lorong 25A Geylang,2,21/06/2019
Lorong 26 Geylang,10,21/06/2019
Lorong 27 Geylang,1,21/06/2019
Lorong 27A Geylang,3,21/06/2019
Lorong 28 Geylang,8,21/06/2019
Lorong 29 Geylang,3,21/06/2019
Lorong 30 Geylang,4,21/06/2019
Lorong 31 Geylang,7,21/06/2019
Lorong 32 Geylang,7,21/06/2019
Lorong 33 Geylang,8,21/06/2019
Lorong 34 Geylang,5,21/06/2019
Lorong 35 Geylang,3,21/06/2019
Lorong 36 Geylang,1,21/06/2019
Sims Avenue,2,21/06/2019
Changi Road,2,21/06/2019
Joo Chiat Avenue,14,21/06/2019
oo Chiat Place,15,21/06/2019
Joo Chiat Walk,14,21/06/2019
Lorong 100 Changi,1,21/06/2019
orong G Telok Kurau,16,21/06/2019
orong H Telok Kurau,12,21/06/2019
Lorong J Telok Kurau,7,21/06/2019
orong K Telok Kurau,3,21/06/2019
orong L Telok Kurau,1,21/06/2019
Telok Kurau Road,3,21/06/2019
Jalan Ismail,4,21/06/2019
Jalan Kechot,8,21/06/2019
Jalan Rahmat,2,21/06/2019
Jalan Yasin,11,21/06/2019
Lengkok Tiga (Blk 111),2,21/06/2019
Lengkok Tiga (Blk 114),1,21/06/2019
Lorong Marican,5,21/06/2019
Lorong Marzuki,18,21/06/2019
orong Melayu,8,21/06/2019
Lorong Mydin,3,21/06/2019
Lorong Sarina,9,21/06/2019
Lorong Sarina (Casa Sarina),3,21/06/2019
Jurong East Avenue 1 (Blk 240A),1,21/06/2019
Jurong East Street 21 (Blk 209),1,21/06/2019
Jurong East Street 21 (Blk 212),2,21/06/2019
Jurong East Street 21 (Blk 213),1,21/06/2019
Jurong East Street 21 (Blk 229),1,21/06/2019
Jurong East Street 21 (Blk 230),1,21/06/2019
Jurong East Street 21 (Blk 231),2,21/06/2019
Jurong East Street 21 (Blk 233),2,21/06/2019
Jurong East Street 21 (Blk 234),2,21/06/2019
Jurong East Street 21 (Blk 236),1,21/06/2019
Jurong East Street 21 (Blk 237),1,21/06/2019
Jurong East Street 21 (Blk 238),8,21/06/2019
Jurong East Street 21 (Blk 239),2,21/06/2019
Jurong East Street 24 (Blk 241),1,21/06/2019
Jurong East Street 24 (Blk 246),6,21/06/2019
Jurong East Street 24 (Blk 247),4,21/06/2019
Jurong East Street 24 (Blk 248),6,21/06/2019
Jurong East Street 24 (Blk 249),4,21/06/2019
Jurong East Street 24 (Blk 250),6,21/06/2019
Jurong East Street 24 (Blk 251),1,21/06/2019
Jurong East Street 24 (Blk 252),9,21/06/2019
Jurong East Street 24 (Blk 257),4,21/06/2019
Jurong East Street 24 (Blk 258),3,21/06/2019
Jurong East Street 24 (Blk 261),2,21/06/2019
Jurong East Street 24 (Blk 263),1,21/06/2019
Jurong East Street 24 (Blk 264),1,21/06/2019
Woodlands Avenue 4 (Blk 610),2,21/06/2019
Woodlands Avenue 4 (Blk 612),3,21/06/2019
Woodlands Avenue 4 (Blk 613),1,21/06/2019
Woodlands Avenue 4 (Blk 614),2,21/06/2019
Woodlands Avenue 4 (Blk 615),1,21/06/2019
Woodlands Drive 42 (Blk 601),2,21/06/2019
Woodlands Drive 42 (Blk 602),2,21/06/2019
Woodlands Drive 42 (Blk 604),2,21/06/2019
Woodlands Drive 50 (Blk 895A),1,21/06/2019
Woodlands Drive 50 (Blk 896A),1,21/06/2019
Woodlands Drive 50 (Blk 896C),3,21/06/2019
Woodlands Drive 50 (Blk 897A),3,21/06/2019
Woodlands Drive 50 (Blk 898A),3,21/06/2019
Woodlands Drive 50 (Blk 898B),1,21/06/2019
Woodlands Drive 50 (Blk 899A),1,21/06/2019
Woodlands Drive 50 (Blk 899B),3,21/06/2019
Woodlands Drive 50 (Blk 899C),4,21/06/2019
Woodlands Ring Road (Blk 606),1,21/06/2019
Woodlands Ring Road (Blk 607),3,21/06/2019
Woodlands Ring Road (Blk 609),1,21/06/2019
Woodlands Ring Road (Blk 611),3,21/06/2019
Woodlands Ring Road (Blk 652),1,21/06/2019
Woodlands Ring Road (Blk 653),2,21/06/2019
Woodlands Ring Road (Blk 655),1,21/06/2019
Woodlands Ring Road (Blk 656),2,21/06/2019
Woodlands Ring Road (Blk 658),1,21/06/2019
Woodlands Ring Road (Blk 665),3,21/06/2019
Woodlands Ring Road (Blk 667),1,21/06/2019
Woodlands Ring Road (Blk 668),1,21/06/2019
Woodlands Ring Road (Blk 669),6,21/06/2019
Choa Chu ang Avenue 2 (Blk 272),1,21/06/2019
Choa Chu ang Avenue 2 (Blk 287),1,21/06/2019
Choa Chu ang Avenue 2 (Blk 295),4,21/06/2019
Choa Chu ang Avenue 2 (Blk 297A),1,21/06/2019
Choa Chu ang Avenue 2 (Blk 297C),2,21/06/2019
Choa Chu ang Avenue 3 (Blk 285),1,21/06/2019
Choa Chu ang Avenue 3 (Blk 286),2,21/06/2019
Choa Chu ang Avenue 3 (Blk 401),3,21/06/2019
Choa Chu ang Avenue 3 (Blk 406),3,21/06/2019
Choa Chu ang Avenue 3 (Blk 408),2,21/06/2019
Choa Chu ang Avenue 3 (Blk 409),5,21/06/2019
Choa Chu ang Avenue 3 (Blk 411),5,21/06/2019
Choa Chu ang Avenue 3 (Blk 413),3,21/06/2019
Choa Chu ang Avenue 4 (Blk 414),2,21/06/2019
Choa Chu ang Avenue 4 (Blk 415),1,21/06/2019
Choa Chu ang Avenue 4 (Blk 416),1,21/06/2019
Choa Chu ang Avenue 4 (Blk 417),5,21/06/2019
Choa Chu ang Avenue 4 (Blk 420),3,21/06/2019
Choa Chu ang Avenue 4 (Blk 421),3,21/06/2019
Choa Chu ang Avenue 4 (Blk 422),1,21/06/2019
Choa Chu ang Avenue 4 (Blk 423),3,21/06/2019
Choa Chu ang Avenue 4 (Blk 424),2,21/06/2019
Choa Chu ang Avenue 4 (Blk 425),3,21/06/2019
Choa Chu ang Avenue 4 (Blk 428),1,21/06/2019
Choa Chu Kang Central (Blk 355),1,21/06/2019
Choa Chu ang Avenue 4 (Blk 307),2,21/06/2019
Choa Chu ang Avenue 4 (Blk 432),1,21/06/2019
Choa Chu ang Avenue 4 (Blk 435),3,21/06/2019
Choa Chu Kang Loop (Northvale),30,21/06/2019
Choa Chu Kang Loop (The Warren),20,21/06/2019
Bedok Road,1,21/06/2019
Chempaka Kuning Link (The Springfield),15,21/06/2019
Jalan Chempaka Kuning,1,21/06/2019
Jalan Chempaka Puteh,1,21/06/2019
Upper Changi Road (Palm Woods),3,21/06/2019
Upper Changi Road East (Summer Gardens),32,21/06/2019
Desker Road,2,21/06/2019
Jalan Berseh (Blk 25),1,21/06/2019
Kelantan Lane,2,21/06/2019
Kelantan Road (Blk 30),1,21/06/2019
Klang Lane (Blk 671B),1,21/06/2019
Klang Lane (Blk 672A),2,21/06/2019
Norris Road,1,21/06/2019
Rowell Rd,4,21/06/2019
Rowell Road (Blk 639),4,21/06/2019
Rowell Road (Blk 640),2,21/06/2019
Rowell Road (Blk 641),8,21/06/2019
Rowell Road (Blk 642),1,21/06/2019
Syed Alwi Road,1,21/06/2019
Veerasamy Road (Blk 632),1,21/06/2019
Veerasamy Road (Blk 633),3,21/06/2019
Veerasamy Road (Blk 634),6,21/06/2019
Veerasamy Road (Blk 635),8,21/06/2019
Veerasamy Road (Blk 636),2,21/06/2019
Veerasamy Road (Blk 637),1,21/06/2019
Bishan Street 22 (Blk 240),1,21/06/2019
Bishan Street 22 (Blk 243),1,21/06/2019
Bishan Street 22 (Blk 246),1,21/06/2019
Bishan Street 22 (Blk 247),2,21/06/2019
Bishan Street 22 (Blk 248),1,21/06/2019
Bishan Street 22 (Blk 249),3,21/06/2019
Bishan Street 22 (Blk 250),4,21/06/2019
Bishan Street 22 (Blk 253),9,21/06/2019
Bishan Street 22 (Blk 254),15,21/06/2019
Bishan Street 22 (Blk 255),5,21/06/2019
Bishan Street 22 (Blk 256),4,21/06/2019
Boon Lay Avenue (Blk 216A),1,21/06/2019
Boon Lay Drive (Blk 196A),1,21/06/2019
Boon Lay Drive (Blk 197A),2,21/06/2019
Boon Lay Drive (Blk 198),3,21/06/2019
Boon Lay Drive (Blk 199),1,21/06/2019
Boon Lay Drive (Blk 200),1,21/06/2019
Boon Lay Drive (Blk 204),1,21/06/2019
oon Lay Place (Blk 207),1,21/06/2019
oon Lay Place (Blk 208),2,21/06/2019
oon Lay Place (Blk 209),2,21/06/2019
oon Lay Place (Blk 210),5,21/06/2019
oon Lay Place (Blk 211),8,21/06/2019
oon Lay Place (Blk 212),4,21/06/2019
oon Lay Place (Blk 213),5,21/06/2019
oon Lay Place (Blk 214),3,21/06/2019
oon Lay Place (Blk 215),5,21/06/2019
oon Lay Place (Blk 221),1,21/06/2019
East Coast Road,1,21/06/2019
Jalan Baiduri,4,21/06/2019
Lorong J Telok Kurau,4,21/06/2019
orong K Telok Kurau,7,21/06/2019
orong L Telok Kurau,11,21/06/2019
Lorong M Telok Kurau,9,21/06/2019
orong N Telok Kurau,3,21/06/2019
Telok Kurau Road,2,21/06/2019
Aroozoo Avenue,1,21/06/2019
ougang Street 11 (Blk 154),2,21/06/2019
ougang Street 11 (Blk 155),1,21/06/2019
ougang Street 11 (Blk 156),2,21/06/2019
